
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
6/7/15/27    6 -15.66 46.69 14.76   0.00
3/7/22/25    6 -15.66 46.69 14.76   0.00
8/10/14/30   6 -15.66 46.69 14.76   0.00
7/15/20/27   6 -15.66 46.69 14.76   0.00
10/14/15/18  6 -15.67 46.69 14.76   0.00
11           3 -19.92 46.69 14.76   0.00
4/5/18/27    5 -17.19 46.69 14.76   0.00
7/15/20      5 -17.19 46.69 14.76   0.00
7/8/15/20    5 -17.19 46.69 14.76   0.00
8/14/20/25   5 -17.19 46.69 14.76   0.00
3/4/8/25     5 -17.19 46.69 14.76   0.00
8/14/19/20   5 -17.19 46.69 14.76   0.00
5/14/16/18   5 -17.19 46.69 14.76   0.00
1/7/14/16    6 -15.67 46.69 14.76   0.00
8/15/22/29   6 -15.67 46.69 14.76   0.00
3/8/17       5 -17.19 46.69 14.76   0.00
3/8/20/30    5 -17.19 46.69 14.76   0.00
3/13/30      4 -18.61 46.69 14.77   0.00
6/8/13/14    5 -17.19 46.69 14.77   0.00
10/14/22     5 -17.19 46.70 14.77   0.00
13/16/17/21  6 -15.67 46.70 14.77   0.00
3/14/18/24   6 -15.67 46.70 14.77   0.00
1/3/4/19     5 -17.19 46.70 14.77   0.00
1/14/18/19   5 -17.20 46.70 14.77   0.00
7/12/15/27   6 -15.67 46.70 14.77   0.00
1/8/13       4 -18.61 46.70 14.77   0.00
7/13/16/21   6 -15.67 46.70 14.77   0.00
3/14/15/17   6 -15.67 46.70 14.77   0.00
5/14/25/27   5 -17.20 46.70 14.77   0.00
7/16         4 -18.61 46.70 14.77   0.00
7/8/16       4 -18.61 46.70 14.77   0.00
4/14/17/26   6 -15.67 46.70 14.77   0.00
21/22/25     4 -18.61 46.70 14.77   0.00
11/14/22/27  6 -15.67 46.70 14.77   0.00
3/8/9        5 -17.20 46.71 14.78   0.00
2/15/21/22   6 -15.67 46.71 14.78   0.00
8/21/25/29   6 -15.67 46.71 14.78   0.00
2/5/15/21    6 -15.67 46.71 14.78   0.00
7/15/24/30   7 -14.02 46.71 14.78   0.00
2/6/15/21    6 -15.67 46.71 14.78   0.00
8/15/23/30   6 -15.67 46.71 14.78   0.00
3/13/18/29   6 -15.67 46.71 14.78   0.00
15/25/29/30  6 -15.67 46.71 14.78   0.00
4/27/28/29   8 -12.22 46.71 14.78   0.00
11/13/15/25  6 -15.68 46.71 14.78   0.00
8/15/18/24   6 -15.68 46.71 14.78   0.00
4/17/27      5 -17.20 46.71 14.78   0.00
1/12/15/24   6 -15.68 46.71 14.78   0.00
11/15/21/23  7 -14.02 46.71 14.78   0.00
5/21/29      5 -17.20 46.71 14.78   0.00
7/16/20/21   6 -15.68 46.71 14.78   0.00
4/6/14/24    6 -15.68 46.71 14.78   0.00
1/9/13/15    6 -15.68 46.71 14.79   0.00
3/7/21/23    7 -14.02 46.71 14.79   0.00
2/3/14/18    6 -15.68 46.71 14.79   0.00
14/15/18/26  6 -15.68 46.72 14.79   0.00
1/3/17/21    6 -15.68 46.72 14.79   0.00
1/4/21/29    6 -15.68 46.72 14.79   0.00
4/14/26/30   6 -15.68 46.72 14.79   0.00
1/12/14/25   5 -17.20 46.72 14.79   0.00
3/4/12/18    5 -17.20 46.72 14.79   0.00
3/13/21/29   6 -15.68 46.72 14.79   0.00
1/2/14/21    6 -15.68 46.72 14.79   0.00
3/6/18/25    5 -17.21 46.72 14.79   0.00
8/21/24      5 -17.21 46.72 14.79   0.00
15/19/28     6 -15.68 46.72 14.79   0.00
2/12/14/21   6 -15.68 46.72 14.79   0.00
8/20/21/29   6 -15.68 46.72 14.79   0.00
4/5/13/29    6 -15.68 46.72 14.79   0.00
3/5/29       5 -17.21 46.72 14.80   0.00
13/14/16/25  5 -17.21 46.73 14.80   0.00
5/14/20/22   5 -17.21 46.73 14.80   0.00
3/10/12/18   6 -15.68 46.73 14.80   0.00
3/8/14/26    6 -15.68 46.73 14.80   0.00
7/15/18/25   6 -15.68 46.73 14.80   0.00
14/22/24/27  6 -15.68 46.73 14.80   0.00
5/14/27/30   5 -17.21 46.73 14.80   0.00
4/12/18      4 -18.62 46.73 14.80   0.00
3/10/30      5 -17.21 46.73 14.80   0.00
3/10/13/18   6 -15.69 46.73 14.80   0.00
12/14/23/27  6 -15.69 46.73 14.80   0.00
18/19/21     4 -18.63 46.73 14.80   0.00
1/8/19       4 -18.63 46.73 14.80   0.00
6/8/14/25    5 -17.21 46.73 14.80   0.00
8/10/14/20   6 -15.69 46.73 14.80   0.00
8/15/16/24   6 -15.69 46.73 14.81   0.00
1/14/18/20   5 -17.21 46.73 14.81   0.00
3/5/25/27    5 -17.21 46.73 14.81   0.00
4/14/17/30   6 -15.69 46.74 14.81   0.00
5/14/22/30   5 -17.21 46.74 14.81   0.00
9/13/15      5 -17.21 46.74 14.81   0.00
11/14/19/27  6 -15.69 46.74 14.81   0.00
14/21/24/25  6 -15.69 46.74 14.81   0.00
6/8/21/29    6 -15.69 46.74 14.81   0.00
14/19/24/27  6 -15.69 46.74 14.81   0.00
13/21/22     4 -18.63 46.74 14.81   0.00
4/15/29/30   6 -15.69 46.74 14.81   0.00
3/15/20/24   6 -15.69 46.74 14.81   0.00
8/12/21/29   6 -15.69 46.74 14.81   0.00
8/14/17/22   6 -15.69 46.74 14.81   0.00
12/14/27/29  6 -15.69 46.75 14.82   0.00
1/3/20/22    5 -17.22 46.75 14.82   0.00
4/10         4 -18.63 46.75 14.82   0.00
1/12         3 -19.95 46.75 14.82   0.00
6/8/12/15    5 -17.22 46.75 14.82   0.00
3/9/14/18    6 -15.69 46.75 14.82   0.00
2/3/8/14     6 -15.69 46.75 14.82   0.00
7/12/14/30   6 -15.69 46.75 14.82   0.00
15/18/28     6 -15.69 46.75 14.82   0.00
6/8/15/20    5 -17.22 46.75 14.82   0.00
8/13/14/25   5 -17.22 46.75 14.82   0.00
6/12/14/16   5 -17.22 46.75 14.82   0.00
11/18/21     5 -17.22 46.75 14.82   0.00
12/18/21     4 -18.64 46.75 14.82   0.00
3/13/20      4 -18.64 46.75 14.83   0.00
4/8/14/24    6 -15.70 46.75 14.83   0.00
15/21/26/30  6 -15.70 46.76 14.83   0.00
15/22/23/25  6 -15.70 46.76 14.83   0.00
5/7/8/29     6 -15.70 46.76 14.83   0.00
5/7/29       6 -15.70 46.76 14.83   0.00
5/6/8/14     5 -17.22 46.76 14.83   0.00
7/14/17/27   7 -14.05 46.76 14.83   0.00
1/3/25/27    5 -17.23 46.76 14.83   0.00
14/16/18/30  5 -17.23 46.76 14.83   0.00
5/14/21/24   6 -15.70 46.76 14.83   0.00
14/19/21/24  6 -15.70 46.76 14.83   0.00
4/8/10       5 -17.23 46.76 14.83   0.00
15/20/21/23  6 -15.70 46.76 14.83   0.00
3/19/20/27   5 -17.23 46.76 14.83   0.00
4/8/12       4 -18.64 46.76 14.83   0.00
1/8/16/25    5 -17.23 46.76 14.83   0.00
2/14/22/27   6 -15.70 46.76 14.83   0.00
3/5/13       4 -18.64 46.76 14.84   0.00
5/8/14/25    5 -17.23 46.77 14.84   0.00
6/11/14/15   6 -15.70 46.77 14.84   0.00
8/16/18      4 -18.64 46.77 14.84   0.00
6/8/14/20    5 -17.23 46.77 14.84   0.00
10/11/15/21  7 -14.05 46.77 14.84   0.00
8/21/26/30   6 -15.71 46.77 14.84   0.00
9/14/15/18   6 -15.71 46.77 14.84   0.00
1/13/16/21   5 -17.23 46.77 14.84   0.00
10/14/19     5 -17.23 46.77 14.84   0.00
22/30        3 -19.96 46.77 14.85   0.00
9/14/15/22   6 -15.71 46.78 14.85   0.00
1/8/12       4 -18.65 46.78 14.85   0.00
8/11/21/22   6 -15.71 46.78 14.85   0.00
5/22         3 -19.96 46.78 14.85   0.00
8/11/14/15   6 -15.71 46.78 14.85   0.00
8/13/14/20   5 -17.24 46.78 14.85   0.00
2/15/16/25   6 -15.71 46.78 14.85   0.00
12/22        3 -19.96 46.78 14.85   0.00
14/18/19/25  5 -17.24 46.78 14.85   0.00
3/10/22      5 -17.24 46.78 14.86   0.00
3/11/15/20   6 -15.71 46.78 14.86   0.00
4/16/25/27   5 -17.24 46.79 14.86   0.00
3/19/22/27   5 -17.24 46.79 14.86   0.00
1/3/12/22    5 -17.24 46.79 14.86   0.00
14/18/24     5 -17.24 46.79 14.86   0.00
3/20/29      5 -17.24 46.79 14.86   0.00
1/3/10/14    6 -15.71 46.79 14.86   0.00
3/14/17/22   6 -15.71 46.79 14.86   0.00
10/15/21/30  6 -15.71 46.79 14.86   0.00
5/8/27       4 -18.65 46.79 14.86   0.00
2/14/19/21   6 -15.71 46.79 14.86   0.00
8/16/29/30   6 -15.71 46.79 14.86   0.00
1/3/16/17    6 -15.72 46.79 14.86   0.00
3/4/16/25    5 -17.24 46.79 14.86   0.00
8/15/25/28   7 -14.06 46.79 14.86   0.00
3/6/29       5 -17.24 46.79 14.86   0.00
2/14/15/30   6 -15.72 46.79 14.86   0.00
1/7/16/30    6 -15.72 46.79 14.86   0.00
10/15/20/21  6 -15.72 46.79 14.86   0.00
3/10/12/14   6 -15.72 46.80 14.87   0.00
8/12/27/29   6 -15.72 46.80 14.87   0.00
1/6/12/14    5 -17.24 46.80 14.87   0.00
4/16/18      4 -18.66 46.80 14.87   0.00
4/15/17/19   6 -15.72 46.80 14.87   0.00
3/8/19/30    5 -17.25 46.80 14.87   0.00
3/15/28      6 -15.72 46.80 14.87   0.00
8/10         4 -18.66 46.80 14.87   0.00
5/8/30       4 -18.66 46.80 14.87   0.00
8/24         4 -18.66 46.80 14.87   0.00
6/10/14/21   6 -15.72 46.80 14.87   0.00
3/9/16/21    6 -15.72 46.80 14.87   0.00
3/4/6/18     5 -17.25 46.80 14.87   0.00
1/12/13/14   5 -17.25 46.80 14.87   0.00
3/6/11/21    6 -15.72 46.80 14.87   0.00
15/21/26/27  6 -15.72 46.80 14.87   0.00
2/3/8/15     6 -15.72 46.80 14.88   0.00
15/17/25/27  6 -15.72 46.81 14.88   0.00
3/16/27/29   6 -15.72 46.81 14.88   0.00
2/14/16      5 -17.25 46.81 14.88   0.00
6/15/16/27   5 -17.25 46.81 14.88   0.00
9/15/18      5 -17.25 46.81 14.88   0.00
15/20/21/26  6 -15.72 46.81 14.88   0.00
10/13/15/21  6 -15.72 46.81 14.88   0.00
1/11/15/30   6 -15.72 46.81 14.88   0.00
1/3/11/21    6 -15.72 46.81 14.88   0.00
7/8/15/29    6 -15.73 46.81 14.88   0.00
7/15/29      6 -15.73 46.81 14.88   0.00
8/13/18/21   5 -17.25 46.81 14.88   0.00
1/4/12/21    5 -17.25 46.81 14.88   0.00
8/15/23      5 -17.25 46.81 14.88   0.00
8/15/23/25   6 -15.73 46.81 14.88   0.00
2/3          4 -18.67 46.81 14.88   0.00
8/10/13/14   6 -15.73 46.81 14.89   0.00
17/21        4 -18.67 46.82 14.89   0.00
4/5/12/21    5 -17.25 46.82 14.89   0.00
8/12/27      4 -18.67 46.82 14.89   0.00
7/16/21/25   6 -15.73 46.82 14.89   0.00
8/12/30      4 -18.67 46.82 14.89   0.00
10/14/20     5 -17.26 46.82 14.89   0.00
25/27        3 -19.98 46.82 14.89   0.00
8/19/27      4 -18.67 46.82 14.89   0.00
5/8/14/20    5 -17.26 46.82 14.89   0.00
1/11/15/19   6 -15.73 46.82 14.89   0.00
1/5/8        4 -18.67 46.82 14.89   0.00
13/15/21/26  6 -15.73 46.82 14.89   0.00
4/12/25/27   5 -17.26 46.82 14.90   0.00
5/6/15/27    5 -17.26 46.82 14.90   0.00
7/12/16/21   6 -15.73 46.82 14.90   0.00
5/8/15/24    6 -15.73 46.83 14.90   0.00
1/7/12/14    6 -15.73 46.83 14.90   0.00
3/21/25/29   6 -15.73 46.83 14.90   0.00
8/15/17/27   6 -15.73 46.83 14.90   0.00
6/8/27       4 -18.67 46.83 14.90   0.00
15/16/28     6 -15.73 46.83 14.90   0.00
14/16/24     5 -17.26 46.83 14.90   0.00
3/5/10       5 -17.26 46.83 14.90   0.00
6/7/15/25    6 -15.73 46.83 14.90   0.00
6/14/18/19   5 -17.26 46.83 14.90   0.00
3/12/30      4 -18.67 46.83 14.90   0.00
3/12/15/24   6 -15.74 46.83 14.90   0.00
13/14/17/21  6 -15.74 46.83 14.90   0.00
8/12/15/24   6 -15.74 46.83 14.90   0.00
12/14/16/20  5 -17.26 46.83 14.90   0.00
4/10/14/23   7 -14.08 46.83 14.90   0.00
15/26/27     5 -17.26 46.83 14.90   0.00
3/15/20/29   6 -15.74 46.83 14.90   0.00
15/21/23/30  6 -15.74 46.83 14.90   0.00
21/24        4 -18.68 46.83 14.91   0.00
1/3/7/19     6 -15.74 46.84 14.91   0.00
7/12/21/30   6 -15.74 46.84 14.91   0.00
8/19/30      4 -18.68 46.84 14.91   0.00
3/5/18/25    5 -17.26 46.84 14.91   0.00
1/3/5/22     5 -17.27 46.84 14.91   0.00
1/4/19       4 -18.68 46.84 14.91   0.00
11/21/22     5 -17.27 46.84 14.91   0.00
5/14/16/25   5 -17.27 46.84 14.91   0.00
6/8/30       4 -18.68 46.84 14.91   0.00
2/15/19/25   6 -15.74 46.84 14.91   0.00
8/12/13/21   5 -17.27 46.84 14.91   0.00
10/15/25/27  6 -15.74 46.84 14.91   0.00
1/8/13/16    5 -17.27 46.84 14.91   0.00
1/5/12/14    5 -17.27 46.84 14.91   0.00
3/6/8/25     5 -17.27 46.84 14.91   0.00
8/13/21/27   5 -17.27 46.85 14.92   0.00
1/3/19/25    5 -17.27 46.85 14.92   0.00
8/14/22/26   6 -15.74 46.85 14.92   0.00
2/14/21/30   6 -15.74 46.85 14.92   0.00
1/3/27/30    5 -17.27 46.85 14.92   0.00
3/4/18/19    5 -17.27 46.85 14.92   0.00
1/12/22      4 -18.68 46.85 14.92   0.00
4/6/8        4 -18.68 46.85 14.92   0.00
3/6/21/29    6 -15.75 46.85 14.92   0.00
8/15/19/29   6 -15.75 46.85 14.92   0.00
8/15/18/29   6 -15.75 46.85 14.92   0.00
3/16/18/19   5 -17.27 46.85 14.92   0.00
15/16/20/27  5 -17.27 46.86 14.93   0.00
15/18/19/30  5 -17.27 46.86 14.93   0.00
5/14/16/22   5 -17.27 46.86 14.93   0.00
3/11/21/22   6 -15.75 46.86 14.93   0.00
14/21/23/27  6 -15.75 46.86 14.93   0.00
1/16/19      4 -18.69 46.86 14.93   0.00
14/17/21/30  6 -15.75 46.86 14.93   0.00
3/10/14/16   6 -15.75 46.86 14.93   0.00
6/15/22/27   5 -17.28 46.86 14.93   0.00
1/8/25       4 -18.69 46.86 14.93   0.00
7/11/21      6 -15.75 46.86 14.93   0.00
7/8/11/21    6 -15.75 46.86 14.93   0.00
1/4/25       4 -18.69 46.86 14.93   0.00
11/15/18     5 -17.28 46.86 14.93   0.00
5/12/14/18   5 -17.28 46.86 14.93   0.00
2/3/4/14     6 -15.75 46.87 14.94   0.00
3/8/26       5 -17.28 46.87 14.94   0.00
3/6/8/30     5 -17.28 46.87 14.94   0.00
13/14/15/29  6 -15.75 46.87 14.94   0.00
1/6          3 -20.00 46.87 14.94   0.00
1/3/19/30    5 -17.28 46.87 14.94   0.00
8/11/21/30   6 -15.75 46.87 14.94   0.00
5/15/16/27   5 -17.28 46.87 14.94   0.00
3/13/19/27   5 -17.28 46.87 14.94   0.00
3/19/21/29   6 -15.75 46.87 14.94   0.00
2/14/15/20   6 -15.75 46.87 14.94   0.00
3/12/21/29   6 -15.76 46.87 14.94   0.00
8/15/17/25   6 -15.76 46.87 14.94   0.00
4/5/10/29    7 -14.10 46.87 14.94   0.00
8/15/25/26   6 -15.76 46.87 14.94   0.00
7/16/27/30   6 -15.76 46.87 14.94   0.00
10/14/18     5 -17.28 46.87 14.94   0.00
12/13/14/18  5 -17.28 46.87 14.94   0.00
1/4/26       5 -17.28 46.87 14.95   0.00
1/5          3 -20.01 46.87 14.95   0.00
1/7/16       5 -17.28 46.88 14.95   0.00
1/7/8/16     5 -17.28 46.88 14.95   0.00
2/11/15/21   7 -14.10 46.88 14.95   0.00
6/15/20/27   5 -17.28 46.88 14.95   0.00
12/14/18/30  5 -17.28 46.88 14.95   0.00
7/11/14/27   7 -14.11 46.88 14.95   0.00
5/8/18/21    5 -17.29 46.88 14.95   0.00
1/22/27      4 -18.70 46.88 14.95   0.00
15/19/25/28  7 -14.11 46.88 14.95   0.00
15/16/22/27  5 -17.29 46.88 14.95   0.00
12/15/16/27  5 -17.29 46.88 14.95   0.00
1/20/21      4 -18.70 46.88 14.95   0.00
8/11/14      5 -17.29 46.88 14.95   0.00
7/14/16/30   6 -15.76 46.88 14.95   0.00
12/13/14/16  5 -17.29 46.88 14.96   0.00
5/7/15/25    6 -15.76 46.88 14.96   0.00
14/19/24     5 -17.29 46.89 14.96   0.00
4/18/19/27   5 -17.29 46.89 14.96   0.00
3/20/21/29   6 -15.76 46.89 14.96   0.00
3/8/9/14     6 -15.76 46.89 14.96   0.00
8/12/15/20   5 -17.29 46.89 14.96   0.00
3/9/27       5 -17.29 46.89 14.96   0.00
3/8/23       5 -17.29 46.89 14.96   0.00
14/18/24/27  6 -15.76 46.89 14.96   0.00
3/11/14/18   6 -15.76 46.89 14.96   0.00
7/15/20/25   6 -15.76 46.89 14.96   0.00
4/5/18/21    5 -17.29 46.89 14.96   0.00
3/8/10/20    6 -15.76 46.89 14.96   0.00
8/10/15/27   6 -15.76 46.89 14.96   0.00
14/16/25/30  5 -17.29 46.89 14.96   0.00
11/14/15/18  6 -15.77 46.89 14.96   0.00
14/16/29     5 -17.29 46.89 14.96   0.00
12/21/22     4 -18.70 46.89 14.96   0.00
4/14/16/29   6 -15.77 46.89 14.96   0.00
4/19/29      5 -17.29 46.89 14.96   0.00
3/13/25/27   5 -17.29 46.89 14.96   0.00
6/12/15/27   5 -17.29 46.89 14.96   0.00
2/4/6/14     6 -15.77 46.89 14.96   0.00
15/21/24/29  7 -14.11 46.89 14.96   0.00
4/6/18/27    5 -17.29 46.89 14.96   0.00
3/4/8/16     5 -17.29 46.89 14.96   0.00
19/29        4 -18.71 46.90 14.97   0.00
3/5/30       4 -18.71 46.90 14.97   0.00
5/15/20/27   5 -17.29 46.90 14.97   0.00
6/8/18/21    5 -17.29 46.90 14.97   0.00
11/15/20     5 -17.29 46.90 14.97   0.00
3/20/30      4 -18.71 46.90 14.97   0.00
5/10/14/21   6 -15.77 46.90 14.97   0.00
2/13/14/21   6 -15.77 46.90 14.97   0.00
5/15/22/27   5 -17.30 46.90 14.97   0.00
7/14/23/27   7 -14.12 46.90 14.97   0.00
1/3/22/23    6 -15.77 46.90 14.97   0.00
2/4/8/14     6 -15.77 46.90 14.97   0.00
8/18/21/25   5 -17.30 46.90 14.97   0.00
3/6/8/10     6 -15.77 46.90 14.97   0.00
1/8/29       5 -17.30 46.90 14.97   0.00
16/19/29     5 -17.30 46.90 14.97   0.00
4/5/10/18    6 -15.77 46.90 14.97   0.00
4/7/8/29     6 -15.77 46.90 14.97   0.00
4/7/29       6 -15.77 46.90 14.97   0.00
3/17/25      5 -17.30 46.90 14.97   0.00
3/8/13/16    5 -17.30 46.90 14.98   0.00
4/12/21/22   5 -17.30 46.91 14.98   0.00
3/4/22/25    5 -17.30 46.91 14.98   0.00
5/12/15/27   5 -17.30 46.91 14.98   0.00
1/12/14/30   5 -17.30 46.91 14.98   0.00
4/8/18/30    5 -17.30 46.91 14.98   0.00
1/3/7/30     6 -15.77 46.91 14.98   0.00
4/16/21/27   5 -17.30 46.91 14.98   0.00
1/3/18/25    5 -17.30 46.91 14.98   0.00
3/6/8/16     5 -17.30 46.91 14.98   0.00
1/30         3 -20.03 46.91 14.98   0.00
7/12/15/25   6 -15.78 46.91 14.98   0.00
10/15/27     5 -17.30 46.91 14.98   0.00
5/15/18/29   6 -15.78 46.91 14.98   0.00
8/10/14/19   6 -15.78 46.91 14.98   0.00
8/15/26/27   6 -15.78 46.91 14.98   0.00
3/9/18       5 -17.30 46.91 14.98   0.00
1/20         3 -20.03 46.91 14.98   0.00
12/14/29     5 -17.30 46.91 14.99   0.00
15/24/29     6 -15.78 46.91 14.99   0.00
6/8/15/24    6 -15.78 46.92 14.99   0.00
1/3/16/20    5 -17.30 46.92 14.99   0.00
4/5/18       4 -18.72 46.92 14.99   0.00
10/15/28/29  9 -10.37 46.92 14.99   0.00
8/15/20/24   6 -15.78 46.92 14.99   0.00
3/5/18/22    5 -17.31 46.92 14.99   0.00
16/19        3 -20.03 46.92 14.99   0.00
15/24/27/28  8 -12.33 46.92 14.99   0.00
1/4/8/29     6 -15.78 46.92 14.99   0.00
4/15/22/29   6 -15.78 46.92 14.99   0.00
3/9/15/18    6 -15.78 46.92 14.99   0.00
15/20/22/27  5 -17.31 46.93 15.00   0.00
3/15/18/23   6 -15.78 46.93 15.00   0.00
4/11/14/19   6 -15.78 46.93 15.00   0.00
1/4/19/22    5 -17.31 46.93 15.00   0.00
4/18/21/25   5 -17.31 46.93 15.00   0.00
4/9/15/20    6 -15.79 46.93 15.00   0.00
15/16/25/26  6 -15.79 46.93 15.00   0.00
14/17/19/21  6 -15.79 46.93 15.00   0.00
18/21/25     4 -18.73 46.93 15.00   0.00
1/14/17      5 -17.31 46.93 15.00   0.00
4/9/15/16    6 -15.79 46.94 15.01   0.00
1/14/15/23   6 -15.79 46.94 15.01   0.00
12/15/20/27  5 -17.32 46.94 15.01   0.00
4/8/20       4 -18.73 46.94 15.01   0.00
1/16/18/21   5 -17.32 46.94 15.01   0.00
5/10/15/21   6 -15.79 46.94 15.01   0.00
13/18/21     4 -18.73 46.94 15.01   0.00
2/8/21       5 -17.32 46.94 15.01   0.00
3/8/13/25    5 -17.32 46.94 15.01   0.00
8/16/19/29   6 -15.79 46.94 15.01   0.00
3/5/12       4 -18.73 46.94 15.01   0.00
6/15/28      6 -15.79 46.94 15.01   0.00
3/6/18/19    5 -17.32 46.94 15.02   0.00
3/18/23/27   6 -15.79 46.94 15.02   0.00
10/15/21/27  6 -15.79 46.94 15.02   0.00
18/21/27     4 -18.73 46.95 15.02   0.00
1/7/22/27    6 -15.79 46.95 15.02   0.00
3/10/21/22   6 -15.79 46.95 15.02   0.00
12/15/22/27  5 -17.32 46.95 15.02   0.00
3/5/19/27    5 -17.32 46.95 15.02   0.00
4/11/14/16   6 -15.79 46.95 15.02   0.00
1/11/15/27   6 -15.79 46.95 15.02   0.00
19/21/22     4 -18.73 46.95 15.02   0.00
10/15/19/21  6 -15.79 46.95 15.02   0.00
3/5/8/30     5 -17.32 46.95 15.02   0.00
3/8/12/30    5 -17.32 46.95 15.02   0.00
14/15/17/18  6 -15.80 46.95 15.02   0.00
2/12/14/15   6 -15.80 46.95 15.02   0.00
2/5/14/15    6 -15.80 46.95 15.02   0.00
1/8/22/26    6 -15.80 46.95 15.02   0.00
3/14/19/24   6 -15.80 46.95 15.02   0.00
5/14/16/19   5 -17.32 46.95 15.02   0.00
4/9/13/15    6 -15.80 46.96 15.03   0.00
4/18/20/27   5 -17.32 46.96 15.03   0.00
11/12/14/15  6 -15.80 46.96 15.03   0.00
1/3/5/27     5 -17.32 46.96 15.03   0.00
1/19/21      4 -18.74 46.96 15.03   0.00
8/14/22/29   6 -15.80 46.96 15.03   0.00
1/7/14/30    6 -15.80 46.96 15.03   0.00
3/12/20      4 -18.74 46.96 15.03   0.00
7/8/22/27    5 -17.33 46.96 15.03   0.00
7/22/27      5 -17.33 46.96 15.03   0.00
4/13/18/21   5 -17.33 46.96 15.03   0.00
3/8/10/12    6 -15.80 46.96 15.03   0.00
3/6/15/29    6 -15.80 46.96 15.03   0.00
14/22/23     5 -17.33 46.96 15.03   0.00
14/16/19/30  5 -17.33 46.96 15.03   0.00
4/18/19/21   5 -17.33 46.96 15.03   0.00
13/15/21/23  6 -15.80 46.96 15.03   0.00
1/29         4 -18.74 46.96 15.04   0.00
7/15/24      6 -15.80 46.97 15.04   0.00
7/8/15/24    6 -15.80 46.97 15.04   0.00
4/18/20/21   5 -17.33 46.97 15.04   0.00
10/14/19/21  6 -15.80 46.97 15.04   0.00
7/16/21/27   6 -15.80 46.97 15.04   0.00
8/11/14/22   6 -15.80 46.97 15.04   0.00
14/18/20/25  5 -17.33 46.97 15.04   0.00
3/4/23       5 -17.33 46.97 15.04   0.00
4/7/20/21    6 -15.80 46.97 15.04   0.00
3/6/10       5 -17.33 46.97 15.04   0.00
3/11/14/19   6 -15.80 46.97 15.04   0.00
6/18/21      4 -18.74 46.97 15.04   0.00
8/14/27/28   7 -14.15 46.97 15.04   0.00
1/6/8        4 -18.74 46.97 15.04   0.00
17           3 -20.06 46.97 15.04   0.00
4/9/15/22    6 -15.81 46.97 15.04   0.00
3/25/26      5 -17.33 46.97 15.04   0.00
1/8/20       4 -18.75 46.97 15.04   0.00
10/14/21/25  6 -15.81 46.97 15.04   0.00
6/14/18/20   5 -17.33 46.97 15.05   0.00
10/15/16/25  6 -15.81 46.97 15.05   0.00
4/7/9/14     7 -14.15 46.97 15.05   0.00
3/10/13/15   6 -15.81 46.98 15.05   0.00
14/18/27/29  6 -15.81 46.98 15.05   0.00
8/22/25/30   5 -17.33 46.98 15.05   0.00
1/4/5/21     5 -17.33 46.98 15.05   0.00
3/9/13/15    6 -15.81 46.98 15.05   0.00
3/25/27/30   5 -17.34 46.98 15.05   0.00
18/21/30     4 -18.75 46.98 15.05   0.00
3/4/17/18    6 -15.81 46.98 15.05   0.00
1/2/15/30    6 -15.81 46.98 15.05   0.00
15/19/21/23  6 -15.81 46.98 15.05   0.00
12/14/24/27  6 -15.81 46.98 15.05   0.00
1/4/16/29    6 -15.81 46.98 15.06   0.00
1/5/21       4 -18.75 46.99 15.06   0.00
1/3/6/18     5 -17.34 46.99 15.06   0.00
3/5/20       4 -18.75 46.99 15.06   0.00
6/13/14/16   5 -17.34 46.99 15.06   0.00
3/16/21/26   6 -15.81 46.99 15.06   0.00
5/14/17/21   6 -15.81 46.99 15.06   0.00
4/8/19       4 -18.75 46.99 15.06   0.00
5/18/21      4 -18.75 46.99 15.06   0.00
12/14/21/23  6 -15.81 46.99 15.06   0.00
13/16        3 -20.07 46.99 15.06   0.00
8/10/12/14   6 -15.82 46.99 15.06   0.00
8/14/15/28   7 -14.16 46.99 15.06   0.00
1/21/25      4 -18.76 46.99 15.06   0.00
1/3/9/21     6 -15.82 46.99 15.06   0.00
6/7/21/30    6 -15.82 46.99 15.06   0.00
3/29/30      5 -17.34 46.99 15.06   0.00
14/15/22/29  6 -15.82 46.99 15.06   0.00
7/18/21/30   6 -15.82 46.99 15.06   0.00
3/14/27/28   7 -14.16 46.99 15.06   0.00
7/21/25/30   6 -15.82 46.99 15.06   0.00
1/21/27      4 -18.76 46.99 15.06   0.00
15/16/19/29  6 -15.82 46.99 15.07   0.00
5/7/21/30    6 -15.82 46.99 15.07   0.00
1/3/20/27    5 -17.34 46.99 15.07   0.00
3/12/18/22   5 -17.34 47.00 15.07   0.00
2/6/14/21    6 -15.82 47.00 15.07   0.00
1/21/30      4 -18.76 47.00 15.07   0.00
1/6/21       4 -18.76 47.00 15.07   0.00
1/12/21      4 -18.76 47.00 15.07   0.00
2/14/21/25   6 -15.82 47.00 15.07   0.00
21/22/30     4 -18.76 47.00 15.07   0.00
3/15/16/24   6 -15.82 47.00 15.07   0.00
14/16/17     5 -17.35 47.00 15.07   0.00
14/18/19/20  5 -17.35 47.00 15.07   0.00
4/8/14/29    6 -15.82 47.00 15.07   0.00
14/17/20/21  6 -15.82 47.00 15.07   0.00
6/21/22      4 -18.76 47.01 15.08   0.00
8/22/29/30   6 -15.82 47.01 15.08   0.00
3/6/11/14    6 -15.82 47.01 15.08   0.00
