
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
4/9/11/15    7 -15.41 49.50 17.57   0.00
5/21/22/25   5 -18.59 49.50 17.57   0.00
1/13/20/22   5 -18.59 49.50 17.57   0.00
6/8/16/18    5 -18.59 49.50 17.57   0.00
11/15/16/30  6 -17.07 49.50 17.57   0.00
1/5/20       4 -20.01 49.50 17.57   0.00
16/18/20/29  6 -17.07 49.50 17.57   0.00
3/4/13/17    6 -17.07 49.50 17.57   0.00
6/21/22/25   5 -18.60 49.50 17.57   0.00
1/14/18/28   7 -15.42 49.50 17.57   0.00
1/4/8/9      6 -17.07 49.50 17.57   0.00
1/5/13/22    5 -18.60 49.50 17.57   0.00
10/14/22/30  6 -17.07 49.50 17.57   0.00
1/13/22/30   5 -18.60 49.50 17.57   0.00
8/21/24/29   7 -15.42 49.50 17.57   0.00
2/8/14/19    6 -17.07 49.50 17.57   0.00
10/12/14/25  6 -17.07 49.50 17.57   0.00
3/9/18/19    6 -17.07 49.50 17.57   0.00
13/14/17/18  6 -17.07 49.50 17.57   0.00
1/13/21/30   5 -18.60 49.50 17.57   0.00
7/19/22/29   7 -15.42 49.50 17.57   0.00
1/5/16/25    5 -18.60 49.50 17.57   0.00
1/6/13/21    5 -18.60 49.50 17.57   0.00
6/7/21/25    6 -17.07 49.50 17.57   0.00
1/13/21/25   5 -18.60 49.50 17.57   0.00
5/17         4 -20.01 49.50 17.57   0.00
1/12/14/24   6 -17.07 49.50 17.57   0.00
14/17/18/30  6 -17.07 49.50 17.57   0.00
8/15/17/19   6 -17.07 49.50 17.57   0.00
12/21/22/29  6 -17.07 49.50 17.58   0.00
1/6/8/18     5 -18.60 49.50 17.58   0.00
2/8/14/25    6 -17.07 49.50 17.58   0.00
1/2/8        5 -18.60 49.50 17.58   0.00
3/9/10       6 -17.07 49.51 17.58   0.00
8/19/24      5 -18.60 49.51 17.58   0.00
3/5/12/13    5 -18.60 49.51 17.58   0.00
3/4/8/24     6 -17.07 49.51 17.58   0.00
3/12/13/20   5 -18.60 49.51 17.58   0.00
14/22/29/30  6 -17.07 49.51 17.58   0.00
3/18/19/24   6 -17.07 49.51 17.58   0.00
1/4/6/25     5 -18.60 49.51 17.58   0.00
6/14/18/28   7 -15.42 49.51 17.58   0.00
10/21/22     5 -18.60 49.51 17.58   0.00
5/8/11/14    6 -17.07 49.51 17.58   0.00
4/12/19/22   5 -18.60 49.51 17.58   0.00
19/21/22/25  5 -18.60 49.51 17.58   0.00
1/22/28      6 -17.07 49.51 17.58   0.00
1/4/19/20    5 -18.60 49.51 17.58   0.00
4/13/16/18   5 -18.60 49.51 17.58   0.00
4/9/20/27    6 -17.07 49.51 17.58   0.00
4/23/25/29   7 -15.42 49.51 17.58   0.00
3/9/16/25    6 -17.07 49.51 17.58   0.00
7/18/21/25   6 -17.07 49.51 17.58   0.00
4/18/28      6 -17.07 49.51 17.58   0.00
1/25/26      5 -18.60 49.51 17.58   0.00
7/9          5 -18.60 49.51 17.58   0.00
7/8/9        5 -18.60 49.51 17.58   0.00
1/8/18/20    5 -18.60 49.51 17.58   0.00
8/10/21/27   6 -17.08 49.51 17.58   0.00
3/12/25/29   6 -17.08 49.51 17.58   0.00
1/12/16/25   5 -18.60 49.51 17.58   0.00
5/16/19      4 -20.02 49.51 17.59   0.00
3/7/9/15     7 -15.42 49.51 17.59   0.00
3/5/6/29     6 -17.08 49.51 17.59   0.00
6/13/21/22   5 -18.60 49.52 17.59   0.00
7/16/20      5 -18.60 49.52 17.59   0.00
7/8/16/20    5 -18.60 49.52 17.59   0.00
8/10/21/25   6 -17.08 49.52 17.59   0.00
1/4/13/23    6 -17.08 49.52 17.59   0.00
1/6/8/13     5 -18.60 49.52 17.59   0.00
2/3/19/21    6 -17.08 49.52 17.59   0.00
21/22/25/27  5 -18.60 49.52 17.59   0.00
6/8/24       5 -18.60 49.52 17.59   0.00
8/14/19/28   7 -15.43 49.52 17.59   0.00
1/3/6/11     6 -17.08 49.52 17.59   0.00
3/13/20/30   5 -18.61 49.52 17.59   0.00
3/9/22/27    6 -17.08 49.52 17.59   0.00
12/16/19     4 -20.02 49.52 17.59   0.00
9/13/15/18   6 -17.08 49.52 17.59   0.00
7/10/14/20   7 -15.43 49.52 17.59   0.00
1/16/25/27   5 -18.61 49.52 17.59   0.00
3/5/13/30    5 -18.61 49.52 17.59   0.00
14/20/28/29  8 -13.63 49.52 17.59   0.00
20/21/22/29  6 -17.08 49.52 17.59   0.00
6/18/19/21   5 -18.61 49.52 17.59   0.00
3/11/15/29   7 -15.43 49.52 17.59   0.00
3/13/25/29   6 -17.08 49.52 17.59   0.00
1/8/13/20    5 -18.61 49.52 17.59   0.00
2/4/14/17    7 -15.43 49.52 17.59   0.00
14/15/23/24  7 -15.43 49.52 17.59   0.00
3/8/17/19    6 -17.08 49.52 17.59   0.00
13/21/22/27  5 -18.61 49.52 17.59   0.00
7/14/16/29   7 -15.43 49.52 17.59   0.00
10/14/24     6 -17.08 49.52 17.60   0.00
7/8/12/16    5 -18.61 49.52 17.60   0.00
7/12/16      5 -18.61 49.52 17.60   0.00
5/8/15/23    6 -17.08 49.52 17.60   0.00
3/5/9/18     6 -17.08 49.53 17.60   0.00
1/13/16/25   5 -18.61 49.53 17.60   0.00
19/21/22/29  6 -17.08 49.53 17.60   0.00
5/7/16       5 -18.61 49.53 17.60   0.00
5/7/8/16     5 -18.61 49.53 17.60   0.00
16/18/21/26  6 -17.08 49.53 17.60   0.00
6/7/18/21    6 -17.08 49.53 17.60   0.00
6/7/12/15    6 -17.08 49.53 17.60   0.00
1/20/30      4 -20.02 49.53 17.60   0.00
5/7/12/15    6 -17.08 49.53 17.60   0.00
1/4/6/19     5 -18.61 49.53 17.60   0.00
8/15/19/26   6 -17.09 49.53 17.60   0.00
5/7/15/20    6 -17.09 49.53 17.60   0.00
5/8/15/26    6 -17.09 49.53 17.60   0.00
13/21/22/30  5 -18.61 49.53 17.60   0.00
7/15/20/29   7 -15.43 49.53 17.60   0.00
4/6/9/27     6 -17.09 49.53 17.60   0.00
15/24/25/26  7 -15.43 49.53 17.60   0.00
18/19/21/25  5 -18.61 49.53 17.60   0.00
5/14/23/27   6 -17.09 49.53 17.60   0.00
7/12/15/16   6 -17.09 49.53 17.60   0.00
5/11/12/15   6 -17.09 49.53 17.61   0.00
8/16/21/28   7 -15.43 49.53 17.61   0.00
23/29        5 -18.61 49.54 17.61   0.00
1/2/3/19     6 -17.09 49.54 17.61   0.00
3/8/17/26    6 -17.09 49.54 17.61   0.00
4/12/18/20   5 -18.61 49.54 17.61   0.00
14/18/26/30  6 -17.09 49.54 17.61   0.00
3/10/20/30   6 -17.09 49.54 17.61   0.00
5/17/21      5 -18.62 49.54 17.61   0.00
6/10/14/20   6 -17.09 49.54 17.61   0.00
5/12/21/29   6 -17.09 49.54 17.61   0.00
4/8/12/20    5 -18.62 49.54 17.61   0.00
16/19/28/29  8 -13.64 49.54 17.61   0.00
14/23/25/27  6 -17.09 49.54 17.61   0.00
3/4/6/17     6 -17.09 49.54 17.61   0.00
3/18/20/26   6 -17.09 49.54 17.61   0.00
2/5/14/16    6 -17.09 49.54 17.61   0.00
4/17/27/30   6 -17.09 49.54 17.61   0.00
1/16/18/25   5 -18.62 49.54 17.61   0.00
18/19/21/27  5 -18.62 49.54 17.61   0.00
4/9/13/27    6 -17.09 49.54 17.62   0.00
12/14/20/29  6 -17.09 49.54 17.62   0.00
6/12/18/21   5 -18.62 49.54 17.62   0.00
16/19/30     4 -20.03 49.54 17.62   0.00
3/11/21/23   7 -15.44 49.55 17.62   0.00
13/14/18/26  6 -17.09 49.55 17.62   0.00
4/12/18/26   6 -17.09 49.55 17.62   0.00
4/9/19/27    6 -17.09 49.55 17.62   0.00
3/17/19/25   6 -17.09 49.55 17.62   0.00
2/3/30       5 -18.62 49.55 17.62   0.00
6/17/21      5 -18.62 49.55 17.62   0.00
10/14/21/24  7 -15.44 49.55 17.62   0.00
15/17/22/27  6 -17.09 49.55 17.62   0.00
1/15/17/24   7 -15.44 49.55 17.62   0.00
18/19/21/30  5 -18.62 49.55 17.62   0.00
5/14/18/26   6 -17.09 49.55 17.62   0.00
3/4/17/20    6 -17.09 49.55 17.62   0.00
5/15/17/27   6 -17.09 49.55 17.62   0.00
13/19/27     4 -20.03 49.55 17.62   0.00
7/8/15/23    6 -17.10 49.55 17.62   0.00
7/15/23      6 -17.10 49.55 17.62   0.00
2/12/14/16   6 -17.10 49.55 17.62   0.00
8/13/15/23   6 -17.10 49.55 17.62   0.00
3/5/7/20     6 -17.10 49.55 17.62   0.00
10/14/19/20  6 -17.10 49.55 17.62   0.00
2/4/15/29    7 -15.44 49.55 17.62   0.00
1/3/5/17     6 -17.10 49.55 17.63   0.00
10/15/17/21  7 -15.44 49.55 17.63   0.00
4/9/27/30    6 -17.10 49.55 17.63   0.00
2/4/14/26    7 -15.44 49.55 17.63   0.00
22/23/25     5 -18.62 49.55 17.63   0.00
6/21/24      5 -18.62 49.56 17.63   0.00
4/21/22/26   6 -17.10 49.56 17.63   0.00
5/11/18/21   6 -17.10 49.56 17.63   0.00
3/6/10/27    6 -17.10 49.56 17.63   0.00
4/10/20      5 -18.62 49.56 17.63   0.00
1/8/16/23    6 -17.10 49.56 17.63   0.00
5/18/19/21   5 -18.63 49.56 17.63   0.00
8/16/18/20   5 -18.63 49.56 17.63   0.00
3/24/27/29   7 -15.45 49.56 17.63   0.00
1/7/8/28     7 -15.45 49.56 17.63   0.00
1/7/28       7 -15.45 49.56 17.63   0.00
5/8/24       5 -18.63 49.56 17.63   0.00
1/6/8/19     5 -18.63 49.56 17.63   0.00
13/14/16/17  6 -17.10 49.56 17.63   0.00
16/22/25/29  6 -17.10 49.56 17.63   0.00
9/16/18/21   6 -17.10 49.56 17.63   0.00
8/20/24      5 -18.63 49.56 17.63   0.00
7/16/22/25   6 -17.10 49.56 17.63   0.00
2/8/14/20    6 -17.10 49.56 17.63   0.00
1/4/6/23     6 -17.10 49.56 17.63   0.00
7/15/16/20   6 -17.10 49.56 17.63   0.00
4/15/17/24   7 -15.45 49.56 17.63   0.00
2/14/16/19   6 -17.10 49.56 17.63   0.00
4/10/21/29   7 -15.45 49.56 17.63   0.00
5/21/29/30   6 -17.10 49.56 17.63   0.00
6/8/15/23    6 -17.10 49.56 17.63   0.00
9/13/14/16   6 -17.10 49.56 17.64   0.00
13/16/20     4 -20.04 49.56 17.64   0.00
1/8/20/29    6 -17.10 49.56 17.64   0.00
1/2/7/15     7 -15.45 49.57 17.64   0.00
12/18/21/25  5 -18.63 49.57 17.64   0.00
4/10/13      5 -18.63 49.57 17.64   0.00
4/7/25/29    7 -15.45 49.57 17.64   0.00
5/13/21/22   5 -18.63 49.57 17.64   0.00
3/12/17/22   6 -17.10 49.57 17.64   0.00
3/6/20/29    6 -17.10 49.57 17.64   0.00
16/19/22/25  5 -18.63 49.57 17.64   0.00
11/15/17/25  7 -15.45 49.57 17.64   0.00
1/12/14/23   6 -17.10 49.57 17.64   0.00
17/19        4 -20.04 49.57 17.64   0.00
8/14/25/29   6 -17.11 49.57 17.64   0.00
11/18/21/27  6 -17.11 49.57 17.64   0.00
12/17        4 -20.04 49.57 17.64   0.00
9/14/18/20   6 -17.11 49.57 17.64   0.00
17/29        5 -18.63 49.57 17.64   0.00
4/10/30      5 -18.63 49.57 17.64   0.00
6/11/12/15   6 -17.11 49.57 17.64   0.00
8/12/24      5 -18.63 49.57 17.64   0.00
5/12/18/21   5 -18.63 49.57 17.64   0.00
3/8/20/24    6 -17.11 49.57 17.64   0.00
3/5/8/24     6 -17.11 49.57 17.64   0.00
4/7/20/29    7 -15.45 49.57 17.64   0.00
3/6/17/22    6 -17.11 49.57 17.64   0.00
1/3/17/20    6 -17.11 49.57 17.64   0.00
6/7/15/20    6 -17.11 49.57 17.64   0.00
15/18/19/28  7 -15.45 49.57 17.65   0.00
6/18/20      4 -20.05 49.57 17.65   0.00
12/18/21/27  5 -18.63 49.57 17.65   0.00
3/15/17/24   7 -15.45 49.58 17.65   0.00
6/8/11/14    6 -17.11 49.58 17.65   0.00
7/8/24/30    6 -17.11 49.58 17.65   0.00
7/24/30      6 -17.11 49.58 17.65   0.00
12/18/21/30  5 -18.64 49.58 17.65   0.00
1/5/8/25     5 -18.64 49.58 17.65   0.00
1/3/6/17     6 -17.11 49.58 17.65   0.00
17/30        4 -20.05 49.58 17.65   0.00
8/12/16/18   5 -18.64 49.58 17.65   0.00
2/8/13/21    6 -17.11 49.58 17.65   0.00
3/5/13/20    5 -18.64 49.58 17.65   0.00
1/4/11/21    6 -17.11 49.58 17.65   0.00
5/8/16/18    5 -18.64 49.58 17.65   0.00
8/15/16/23   6 -17.11 49.58 17.65   0.00
1/28/29      7 -15.46 49.58 17.65   0.00
6/18/19      4 -20.05 49.59 17.66   0.00
4/8/12/13    5 -18.64 49.59 17.66   0.00
3/4/9/25     6 -17.11 49.59 17.66   0.00
4/12/24/27   6 -17.11 49.59 17.66   0.00
17/21/25     5 -18.64 49.59 17.66   0.00
2/3/20       5 -18.64 49.59 17.66   0.00
16/18/25/29  6 -17.11 49.59 17.66   0.00
5/16/19/29   6 -17.11 49.59 17.66   0.00
4/8/28       6 -17.12 49.59 17.66   0.00
19/21/24     5 -18.64 49.59 17.66   0.00
3/8/9/19     6 -17.12 49.59 17.66   0.00
9/15/18/22   6 -17.12 49.59 17.66   0.00
1/3/11/18    6 -17.12 49.59 17.66   0.00
3/5/10/27    6 -17.12 49.59 17.66   0.00
4/8/11       5 -18.64 49.59 17.66   0.00
6/8/14/29    6 -17.12 49.59 17.66   0.00
2/3/27/29    7 -15.46 49.59 17.66   0.00
11/21/22/25  6 -17.12 49.59 17.66   0.00
9/13/15/19   6 -17.12 49.59 17.66   0.00
6/17         4 -20.06 49.59 17.67   0.00
4/17/20/27   6 -17.12 49.60 17.67   0.00
1/4/12/25    5 -18.64 49.60 17.67   0.00
8/10/20      5 -18.64 49.60 17.67   0.00
8/10/19      5 -18.64 49.60 17.67   0.00
2/3/8/18     6 -17.12 49.60 17.67   0.00
7/11/21/27   7 -15.47 49.60 17.67   0.00
3/8/28       6 -17.12 49.60 17.67   0.00
6/9/13/15    6 -17.12 49.60 17.67   0.00
2/3/5        5 -18.64 49.60 17.67   0.00
1/8/12/20    5 -18.65 49.60 17.67   0.00
5/8/12/27    5 -18.65 49.60 17.67   0.00
9/15/19/24   7 -15.47 49.60 17.67   0.00
9/12/15/24   7 -15.47 49.60 17.67   0.00
1/16/19/20   5 -18.65 49.60 17.67   0.00
6/13/27      4 -20.06 49.60 17.67   0.00
3/5/10/22    6 -17.12 49.60 17.67   0.00
10/14/18/25  6 -17.12 49.60 17.67   0.00
1/7/26       6 -17.12 49.60 17.67   0.00
1/7/8/26     6 -17.12 49.60 17.67   0.00
6/14/19/28   7 -15.47 49.60 17.67   0.00
5/8/12/30    5 -18.65 49.60 17.67   0.00
7/15/19/24   7 -15.47 49.60 17.67   0.00
1/5/21/29    6 -17.12 49.60 17.67   0.00
1/6/8/12     5 -18.65 49.60 17.67   0.00
8/20/26      5 -18.65 49.60 17.67   0.00
4/5/6/12     5 -18.65 49.60 17.67   0.00
19/22/28/29  8 -13.67 49.60 17.68   0.00
4/5/18/19    5 -18.65 49.61 17.68   0.00
5/8/19/27    5 -18.65 49.61 17.68   0.00
5/9/13/15    6 -17.12 49.61 17.68   0.00
4/8/26/30    6 -17.12 49.61 17.68   0.00
8/22/26/30   6 -17.12 49.61 17.68   0.00
9/15/18/19   6 -17.12 49.61 17.68   0.00
9/13/15/22   6 -17.12 49.61 17.68   0.00
11/15/24/30  7 -15.47 49.61 17.68   0.00
4/5/13/18    5 -18.65 49.61 17.68   0.00
1/3/28       6 -17.12 49.61 17.68   0.00
3/11/16/19   6 -17.12 49.61 17.68   0.00
10/14/16/22  6 -17.13 49.61 17.68   0.00
3/14/20/28   7 -15.47 49.61 17.68   0.00
5/11/15/22   6 -17.13 49.61 17.68   0.00
15/23/27/28  8 -13.67 49.61 17.68   0.00
1/3/14/28    7 -15.47 49.61 17.68   0.00
17/22/25     5 -18.65 49.61 17.68   0.00
13/16/30     4 -20.07 49.61 17.68   0.00
1/4/19/26    6 -17.13 49.61 17.68   0.00
3/6/10/22    6 -17.13 49.61 17.68   0.00
8/15/19/23   6 -17.13 49.61 17.68   0.00
6/14/22/23   6 -17.13 49.61 17.68   0.00
4/16/21/23   6 -17.13 49.61 17.68   0.00
5/6/8/27     5 -18.65 49.61 17.68   0.00
8/10/15/29   7 -15.47 49.61 17.68   0.00
12/13/16     4 -20.07 49.61 17.69   0.00
3/5/17/22    6 -17.13 49.61 17.69   0.00
5/13/16      4 -20.07 49.61 17.69   0.00
3/5/9/27     6 -17.13 49.61 17.69   0.00
15/17/26/27  6 -17.13 49.61 17.69   0.00
1/4/7/26     7 -15.47 49.62 17.69   0.00
10/14/19/30  6 -17.13 49.62 17.69   0.00
1/11/14/20   6 -17.13 49.62 17.69   0.00
4/16/18/20   5 -18.66 49.62 17.69   0.00
1/7/16/20    6 -17.13 49.62 17.69   0.00
6/10/13/14   6 -17.13 49.62 17.69   0.00
2/8/15/29    7 -15.48 49.62 17.69   0.00
5/6/8/30     5 -18.66 49.62 17.69   0.00
8/17/21/29   7 -15.48 49.62 17.69   0.00
3/6/8/9      6 -17.13 49.62 17.69   0.00
4/8/23/29    7 -15.48 49.62 17.69   0.00
21/24/25     5 -18.66 49.62 17.69   0.00
5/8/19/30    5 -18.66 49.62 17.69   0.00
14/21/23/26  7 -15.48 49.62 17.69   0.00
4/8/17/22    6 -17.13 49.62 17.69   0.00
1/12/16/19   5 -18.66 49.62 17.69   0.00
12/17/21     5 -18.66 49.62 17.69   0.00
3/7/25/26    7 -15.48 49.62 17.69   0.00
5/13/27      4 -20.07 49.62 17.70   0.00
6/8/10       5 -18.66 49.63 17.70   0.00
3/17/22/30   6 -17.13 49.63 17.70   0.00
3/17/20/22   6 -17.13 49.63 17.70   0.00
8/10/12      5 -18.66 49.63 17.70   0.00
1/8/18/29    6 -17.13 49.63 17.70   0.00
6/16/20      4 -20.07 49.63 17.70   0.00
11/15/23/25  7 -15.48 49.63 17.70   0.00
14/21/23/29  7 -15.48 49.63 17.70   0.00
2/15/28      7 -15.48 49.63 17.70   0.00
1/2/12/14    6 -17.13 49.63 17.70   0.00
6/13/18      4 -20.07 49.63 17.70   0.00
3/10/20/27   6 -17.13 49.63 17.70   0.00
10/15/23/25  7 -15.48 49.63 17.70   0.00
11/22/27     5 -18.66 49.63 17.70   0.00
1/25/29      5 -18.66 49.63 17.70   0.00
4/20/25/29   6 -17.14 49.63 17.70   0.00
21/26/29     6 -17.14 49.63 17.70   0.00
1/4/26/28    8 -13.69 49.63 17.70   0.00
1/4/19/30    5 -18.66 49.63 17.70   0.00
6/18/30      4 -20.08 49.63 17.70   0.00
17/18/21/22  6 -17.14 49.63 17.70   0.00
1/2/4        5 -18.66 49.63 17.70   0.00
4/14/17/24   7 -15.48 49.63 17.70   0.00
8/11/14/25   6 -17.14 49.63 17.70   0.00
2/3/10/18    7 -15.48 49.63 17.70   0.00
1/10/14/16   6 -17.14 49.64 17.71   0.00
4/6/8/19     5 -18.66 49.64 17.71   0.00
7/17/21/30   7 -15.48 49.64 17.71   0.00
6/8/12/27    5 -18.66 49.64 17.71   0.00
3/8/17/20    6 -17.14 49.64 17.71   0.00
3/12/20/30   5 -18.67 49.64 17.71   0.00
15/17/18/22  6 -17.14 49.64 17.71   0.00
8/12/19/27   5 -18.67 49.64 17.71   0.00
1/6/12/22    5 -18.67 49.64 17.71   0.00
9/12/14/16   6 -17.14 49.64 17.71   0.00
13/27/30     4 -20.08 49.64 17.71   0.00
7/12/14/29   7 -15.49 49.64 17.71   0.00
17/21/27     5 -18.67 49.64 17.71   0.00
6/8/19/27    5 -18.67 49.64 17.71   0.00
1/5/8/20     5 -18.67 49.64 17.71   0.00
1/12/22/29   6 -17.14 49.64 17.71   0.00
1/14/17/25   6 -17.14 49.64 17.71   0.00
17/21/30     5 -18.67 49.64 17.71   0.00
9/10/14/21   7 -15.49 49.64 17.71   0.00
12/21/22/30  5 -18.67 49.64 17.71   0.00
6/8/12/30    5 -18.67 49.64 17.71   0.00
12/13/27     4 -20.08 49.64 17.71   0.00
8/12/19/30   5 -18.67 49.64 17.71   0.00
1/5/6/8      5 -18.67 49.64 17.71   0.00
3/10/16/24   7 -15.49 49.64 17.72   0.00
6/19/29      5 -18.67 49.64 17.72   0.00
9/13/15/16   6 -17.14 49.64 17.72   0.00
3/6/11/13    6 -17.14 49.65 17.72   0.00
12/18/19     4 -20.08 49.65 17.72   0.00
9/12/13/15   6 -17.14 49.65 17.72   0.00
3/13/18/26   6 -17.14 49.65 17.72   0.00
2/14/15/28   8 -13.69 49.65 17.72   0.00
18/19/30     4 -20.08 49.65 17.72   0.00
1/14/25/26   6 -17.14 49.65 17.72   0.00
1/16/17/19   6 -17.14 49.65 17.72   0.00
21/24/29     6 -17.14 49.65 17.72   0.00
4/9/12/18    6 -17.14 49.65 17.72   0.00
6/12/18      4 -20.08 49.65 17.72   0.00
4/5/7/22     6 -17.15 49.65 17.72   0.00
3/18/26/30   6 -17.15 49.65 17.72   0.00
3/8/20/26    6 -17.15 49.65 17.72   0.00
4/6/17/27    6 -17.15 49.65 17.72   0.00
1/16/25/26   6 -17.15 49.65 17.72   0.00
3/10/14/29   7 -15.49 49.65 17.72   0.00
5/14/20/28   7 -15.49 49.65 17.72   0.00
3/5/12/30    5 -18.67 49.65 17.72   0.00
4/12/25/29   6 -17.15 49.65 17.72   0.00
3/10/13/20   6 -17.15 49.65 17.72   0.00
1/19/28/29   8 -13.70 49.65 17.72   0.00
6/8/15/17    6 -17.15 49.65 17.72   0.00
3/10/12/27   6 -17.15 49.65 17.73   0.00
6/8/15/26    6 -17.15 49.65 17.73   0.00
4/17/18/25   6 -17.15 49.66 17.73   0.00
3/9/16/18    6 -17.15 49.66 17.73   0.00
2/8/27       5 -18.67 49.66 17.73   0.00
3/4/5/23     6 -17.15 49.66 17.73   0.00
9/15/25/29   7 -15.50 49.66 17.73   0.00
5/7/11/21    7 -15.50 49.66 17.73   0.00
27/28        5 -18.67 49.66 17.73   0.00
5/10/14/22   6 -17.15 49.66 17.73   0.00
1/10/21      5 -18.68 49.66 17.73   0.00
5/21/24      5 -18.68 49.66 17.73   0.00
6/8/19/30    5 -18.68 49.66 17.73   0.00
21/24/30     5 -18.68 49.66 17.73   0.00
3/10/17/21   7 -15.50 49.66 17.73   0.00
5/11/15/16   6 -17.15 49.66 17.73   0.00
1/16/19/30   5 -18.68 49.66 17.73   0.00
3/10/23      6 -17.15 49.66 17.73   0.00
1/6/29       5 -18.68 49.66 17.73   0.00
2/3/7/15     7 -15.50 49.66 17.73   0.00
4/25/29/30   6 -17.15 49.66 17.73   0.00
2/8/30       5 -18.68 49.66 17.73   0.00
18/22/27/29  6 -17.15 49.66 17.73   0.00
7/21/28      7 -15.50 49.66 17.73   0.00
7/8/21/28    7 -15.50 49.66 17.73   0.00
15/17/20/27  6 -17.15 49.66 17.73   0.00
1/4/13/19    5 -18.68 49.66 17.74   0.00
6/12/21/22   5 -18.68 49.66 17.74   0.00
1/15/24/26   7 -15.50 49.66 17.74   0.00
3/11/18/20   6 -17.15 49.66 17.74   0.00
5/11/21/22   6 -17.15 49.67 17.74   0.00
5/6/18       4 -20.09 49.67 17.74   0.00
12/14/25/26  6 -17.15 49.67 17.74   0.00
1/5/20/21    5 -18.68 49.67 17.74   0.00
4/5/18/20    5 -18.68 49.67 17.74   0.00
9/14/24      6 -17.15 49.67 17.74   0.00
1/3/13/29    6 -17.15 49.67 17.74   0.00
14/16/18/23  6 -17.15 49.67 17.74   0.00
4/14/24/26   7 -15.50 49.67 17.74   0.00
1/16/25/29   6 -17.15 49.67 17.74   0.00
1/7/12/16    6 -17.15 49.67 17.74   0.00
1/4/7/25     6 -17.15 49.67 17.74   0.00
1/6/16/19    5 -18.68 49.67 17.74   0.00
11/15/18/22  6 -17.16 49.67 17.74   0.00
4/6/8/13     5 -18.68 49.67 17.74   0.00
13/18/19     4 -20.09 49.67 17.74   0.00
11/21/24     6 -17.16 49.67 17.74   0.00
1/12/22/30   5 -18.68 49.67 17.74   0.00
1/2/8/30     6 -17.16 49.67 17.74   0.00
12/15/17/27  6 -17.16 49.67 17.74   0.00
1/12/20/22   5 -18.68 49.67 17.74   0.00
4/6/23       5 -18.68 49.67 17.74   0.00
7/8/13/25    5 -18.68 49.67 17.74   0.00
7/13/25      5 -18.68 49.67 17.74   0.00
10/15/18/30  6 -17.16 49.68 17.75   0.00
1/5/12/22    5 -18.68 49.68 17.75   0.00
3/4/23/29    7 -15.50 49.68 17.75   0.00
13/20/29     5 -18.68 49.68 17.75   0.00
4/5/18/30    5 -18.68 49.68 17.75   0.00
7/9/21/30    7 -15.51 49.68 17.75   0.00
8/13/16/19   5 -18.68 49.68 17.75   0.00
14/18/24/25  6 -17.16 49.68 17.75   0.00
1/6/22/27    5 -18.68 49.68 17.75   0.00
12/19/21/22  5 -18.68 49.68 17.75   0.00
3/20/25/26   6 -17.16 49.68 17.75   0.00
16/20/25/29  6 -17.16 49.68 17.75   0.00
9/14/18/19   6 -17.16 49.68 17.75   0.00
1/4/25/30    5 -18.69 49.68 17.75   0.00
13/18/22/29  6 -17.16 49.68 17.75   0.00
11/12/14/30  6 -17.16 49.68 17.75   0.00
5/10/12/14   6 -17.16 49.68 17.75   0.00
1/7/11/21    7 -15.51 49.68 17.75   0.00
3/10/12/13   6 -17.16 49.68 17.75   0.00
5/6/16       4 -20.10 49.68 17.75   0.00
8/15/20/26   6 -17.16 49.68 17.75   0.00
7/11/19/21   7 -15.51 49.68 17.75   0.00
8/15/17/20   6 -17.16 49.68 17.75   0.00
3/4/10/17    7 -15.51 49.68 17.75   0.00
1/7/15/23    7 -15.51 49.68 17.76   0.00
7/9/15/25    7 -15.51 49.68 17.76   0.00
12/14/17/25  6 -17.16 49.69 17.76   0.00
1/6/8/25     5 -18.69 49.69 17.76   0.00
1/16/23      5 -18.69 49.69 17.76   0.00
8/10/14/24   7 -15.51 49.69 17.76   0.00
2/10/15/21   7 -15.51 49.69 17.76   0.00
7/14/29/30   7 -15.51 49.69 17.76   0.00
4/7/19/29    7 -15.51 49.69 17.76   0.00
16/17/26     5 -18.69 49.69 17.76   0.00
1/8/20/25    5 -18.69 49.69 17.76   0.00
18/28/29     7 -15.51 49.69 17.76   0.00
6/16/30      4 -20.10 49.69 17.76   0.00
6/12/16      4 -20.10 49.69 17.76   0.00
1/4/20/25    5 -18.69 49.69 17.76   0.00
1/4/13/25    5 -18.69 49.69 17.76   0.00
3/13/17/25   6 -17.16 49.69 17.76   0.00
14/18/28/29  8 -13.71 49.69 17.76   0.00
1/4/26/30    6 -17.16 49.69 17.76   0.00
7/14/26/30   7 -15.51 49.69 17.76   0.00
1/4/21/28    7 -15.51 49.69 17.76   0.00
3/15/18/28   7 -15.51 49.69 17.76   0.00
18/20/30     4 -20.10 49.69 17.76   0.00
4/12/23/29   7 -15.51 49.69 17.76   0.00
8/17/29      6 -17.17 49.69 17.76   0.00
2/21/22      5 -18.69 49.69 17.76   0.00
16/20/21/26  6 -17.17 49.69 17.76   0.00
19/29/30     5 -18.69 49.69 17.76   0.00
7/13/22/27   6 -17.17 49.69 17.76   0.00
10/14/26     6 -17.17 49.69 17.76   0.00
4/8/9/12     6 -17.17 49.69 17.76   0.00
1/20/22/27   5 -18.69 49.69 17.76   0.00
5/18/19      4 -20.11 49.69 17.77   0.00
