
Call:
model.avg(object = spmsc_consensus@objects)

Component model call: 
lmer(formula = BTM ~ <31931 unique rhs>, data = data)

Component models: 
                    df logLik   AICc delta weight
2/9/10/16/21/23/25  10 -44.57 119.15 25.71   0.00
2/3/9/12/16/18/21   10 -44.57 119.15 25.71   0.00
2/10/13/16/21/28    10 -44.57 119.15 25.71   0.00
2/6/9/14/16/21/28   11 -42.29 119.15 25.71   0.00
2/7/12/15/16/21/29  10 -44.57 119.15 25.71   0.00
2/11/16/21/24/33     9 -46.66 119.15 25.71   0.00
2/6/8/16/20/21/28   10 -44.57 119.15 25.71   0.00
2/16/18/21/23/27/32 11 -42.29 119.15 25.71   0.00
1/2/4/8/9/16/21     10 -44.58 119.15 25.71   0.00
2/8/16/21/23/29/30  10 -44.58 119.15 25.71   0.00
2/4/6/10/16/21/32   11 -42.29 119.15 25.71   0.00
2/4/16/20/21/23/27  10 -44.58 119.15 25.71   0.00
2/16/21/26/29/32    11 -42.29 119.15 25.71   0.00
2/6/12/16/21/24/28  10 -44.58 119.15 25.71   0.00
2/11/15/16/17/21/23 10 -44.58 119.15 25.71   0.00
2/9/10/16/21/33      9 -46.66 119.15 25.71   0.00
1/2/10/16/21/27      9 -46.66 119.15 25.71   0.00
2/3/12/15/16/18/21  10 -44.58 119.15 25.71   0.00
2/11/15/16/21/26/33 11 -42.29 119.15 25.71   0.00
2/6/15/16/21/24/26  11 -42.29 119.16 25.71   0.00
2/10/16/21/26/32    11 -42.29 119.16 25.71   0.00
1/2/16/18/21/27/29  10 -44.58 119.16 25.72   0.00
2/15/16/21/22/25/26 11 -42.29 119.16 25.72   0.00
2/6/12/15/16/21/33  10 -44.58 119.16 25.72   0.00
2/4/6/16/20/21/27   10 -44.58 119.16 25.72   0.00
2/4/8/16/21/22/27   10 -44.58 119.16 25.72   0.00
2/15/16/21/24/25/27 10 -44.58 119.16 25.72   0.00
2/5/11/16/18/21/25  10 -44.58 119.16 25.72   0.00
2/7/15/16/21/22/32  11 -42.30 119.16 25.72   0.00
1/2/4/10/16/21/32   11 -42.30 119.16 25.72   0.00
2/12/16/21/22/23/24 10 -44.58 119.16 25.72   0.00
2/5/12/15/16/21/23  10 -44.58 119.16 25.72   0.00
2/8/10/16/19/21/31  12 -39.78 119.16 25.72   0.00
2/7/14/16/17/21     10 -44.58 119.16 25.72   0.00
2/3/16/19/21/27/30  10 -44.58 119.16 25.72   0.00
2/3/5/16/18/21       9 -46.67 119.16 25.72   0.00
2/9/13/16/21/28/29  11 -42.30 119.16 25.72   0.00
2/3/6/9/16/21        9 -46.67 119.16 25.72   0.00
2/3/16/21/33         8 -48.58 119.17 25.72   0.00
2/11/16/18/20/21/32 11 -42.30 119.17 25.72   0.00
2/4/16/20/21/27/32  11 -42.30 119.17 25.73   0.00
2/10/15/16/21/22/27 10 -44.58 119.17 25.73   0.00
2/11/16/18/21/22/26 11 -42.30 119.17 25.73   0.00
2/12/15/16/21/25/29 10 -44.58 119.17 25.73   0.00
2/8/15/16/17/20/21  10 -44.58 119.17 25.73   0.00
1/2/8/15/16/21/32   11 -42.30 119.17 25.73   0.00
2/16/19/21/27/29/31 12 -39.78 119.17 25.73   0.00
2/4/13/16/18/21/27  11 -42.30 119.17 25.73   0.00
1/2/6/7/16/21/22    10 -44.58 119.17 25.73   0.00
1/2/10/12/16/21      9 -46.67 119.17 25.73   0.00
2/10/15/16/20/21/29 10 -44.59 119.17 25.73   0.00
2/15/16/17/18/21/26 11 -42.30 119.17 25.73   0.00
2/12/16/20/21/27/28 10 -44.59 119.17 25.73   0.00
1/2/11/16/18/21/33  10 -44.59 119.17 25.73   0.00
1/2/5/16/19/21/26   11 -42.30 119.17 25.73   0.00
2/5/9/15/16/21/26   11 -42.30 119.17 25.73   0.00
2/4/11/16/21/22/25  10 -44.59 119.17 25.73   0.00
2/5/6/16/20/21/30   10 -44.59 119.17 25.73   0.00
2/11/16/21/22/23/24 10 -44.59 119.17 25.73   0.00
2/9/10/16/21/28/33  10 -44.59 119.18 25.73   0.00
2/7/16/20/21/25/32  11 -42.30 119.18 25.73   0.00
1/2/13/16/18/21/28  11 -42.30 119.18 25.73   0.00
2/6/14/16/21/25     10 -44.59 119.18 25.74   0.00
2/7/14/16/18/21/22  11 -42.30 119.18 25.74   0.00
2/4/7/8/16/17/21    10 -44.59 119.18 25.74   0.00
2/6/14/16/18/21/23  11 -42.30 119.18 25.74   0.00
2/9/16/21/32/33     10 -44.59 119.18 25.74   0.00
2/16/17/19/21/26/30 11 -42.30 119.18 25.74   0.00
2/4/5/16/20/21/22   10 -44.59 119.18 25.74   0.00
2/5/6/15/16/21/26   11 -42.30 119.18 25.74   0.00
2/3/6/9/15/16/21    10 -44.59 119.18 25.74   0.00
2/12/13/15/16/21/28 11 -42.31 119.18 25.74   0.00
2/10/16/18/20/21/32 11 -42.31 119.18 25.74   0.00
2/12/16/20/21/26    10 -44.59 119.19 25.74   0.00
2/9/12/15/16/21/33  10 -44.59 119.19 25.75   0.00
2/9/16/21/23/24/25  10 -44.59 119.19 25.75   0.00
2/10/11/16/18/21/29 10 -44.59 119.19 25.75   0.00
2/7/8/16/21/27/32   11 -42.31 119.19 25.75   0.00
2/7/15/16/21/22/26  11 -42.31 119.19 25.75   0.00
1/2/11/16/21/26     10 -44.60 119.19 25.75   0.00
2/4/8/12/16/20/21   10 -44.60 119.19 25.75   0.00
2/4/5/9/15/16/21    10 -44.60 119.19 25.75   0.00
2/5/11/16/18/21/27  10 -44.60 119.19 25.75   0.00
2/16/17/18/20/21/27 10 -44.60 119.19 25.75   0.00
2/4/8/15/16/21/24   10 -44.60 119.19 25.75   0.00
1/2/7/16/21/23/29   10 -44.60 119.19 25.75   0.00
2/8/12/16/18/21/26  11 -42.31 119.19 25.75   0.00
2/6/16/18/21/27/32  11 -42.31 119.19 25.75   0.00
2/11/15/16/21/30/32 11 -42.31 119.20 25.75   0.00
2/11/13/15/16/21/22 11 -42.31 119.20 25.75   0.00
2/12/16/21/28/30/33 10 -44.60 119.20 25.75   0.00
2/16/18/20/21/22/26 11 -42.31 119.20 25.75   0.00
2/6/11/16/21/22/25  10 -44.60 119.20 25.75   0.00
2/3/16/21/29         8 -48.60 119.20 25.76   0.00
1/2/4/12/16/21/22   10 -44.60 119.20 25.76   0.00
2/5/16/18/21/22/25  10 -44.60 119.20 25.76   0.00
2/11/13/16/18/21/25 11 -42.31 119.20 25.76   0.00
2/11/16/21/23/30/33 10 -44.60 119.20 25.76   0.00
2/11/16/17/21/25     9 -46.69 119.20 25.76   0.00
1/2/8/16/21/28/30   10 -44.60 119.20 25.76   0.00
2/4/14/16/18/21/23  11 -42.31 119.20 25.76   0.00
2/3/16/19/21/27/28  10 -44.60 119.20 25.76   0.00
1/2/7/13/16/21      10 -44.60 119.20 25.76   0.00
2/16/18/21/24/25/33 10 -44.60 119.20 25.76   0.00
2/9/16/21/23/27/33  10 -44.60 119.20 25.76   0.00
2/5/10/15/16/18/21  10 -44.60 119.20 25.76   0.00
1/2/15/16/21/24/27  10 -44.60 119.20 25.76   0.00
1/2/11/16/21/23/25  10 -44.60 119.20 25.76   0.00
2/6/11/16/20/21/33  10 -44.60 119.20 25.76   0.00
2/4/9/10/16/21/23   10 -44.60 119.20 25.76   0.00
2/5/13/16/19/21/33  11 -42.32 119.20 25.76   0.00
2/7/10/16/21/28/32  11 -42.32 119.20 25.76   0.00
2/7/15/16/21/24/27  10 -44.60 119.20 25.76   0.00
1/2/4/8/11/16/21    10 -44.60 119.20 25.76   0.00
2/4/10/16/18/21/26  11 -42.32 119.20 25.76   0.00
1/2/16/20/21/23/33  10 -44.60 119.20 25.76   0.00
2/4/5/9/16/20/21    10 -44.60 119.21 25.76   0.00
2/5/11/16/21/23/28  10 -44.60 119.21 25.76   0.00
2/15/16/21/25/26/27 11 -42.32 119.21 25.77   0.00
2/4/11/16/21/28/30  10 -44.60 119.21 25.77   0.00
2/8/10/12/15/16/21  10 -44.60 119.21 25.77   0.00
2/3/15/16/18/21/23  10 -44.60 119.21 25.77   0.00
2/16/18/21/22/27/33 10 -44.60 119.21 25.77   0.00
2/12/16/21/23/29/30 10 -44.60 119.21 25.77   0.00
1/2/10/16/21/26     10 -44.60 119.21 25.77   0.00
2/7/15/16/21/25/33  10 -44.60 119.21 25.77   0.00
2/5/12/13/16/19/21  11 -42.32 119.21 25.77   0.00
2/14/16/19/20/21/24 11 -42.32 119.21 25.77   0.00
2/7/12/16/21/25/32  11 -42.32 119.21 25.77   0.00
2/6/11/16/21/25/30  10 -44.61 119.21 25.77   0.00
2/9/11/16/17/21/28  10 -44.61 119.21 25.77   0.00
2/3/4/6/16/19/21    10 -44.61 119.21 25.77   0.00
1/2/6/16/21/23/25   10 -44.61 119.21 25.77   0.00
2/10/16/18/21/27/29 10 -44.61 119.21 25.77   0.00
2/10/12/16/21/33     9 -46.69 119.21 25.77   0.00
1/2/10/16/21/25      9 -46.69 119.21 25.77   0.00
1/2/9/16/21/23/30   10 -44.61 119.21 25.77   0.00
2/6/16/19/21/23/31  12 -39.81 119.21 25.77   0.00
2/4/9/15/16/21/24   10 -44.61 119.22 25.77   0.00
2/14/16/18/21/28/30 11 -42.32 119.22 25.77   0.00
2/3/16/19/21/29/32  11 -42.32 119.22 25.78   0.00
2/5/7/16/21/23/30   10 -44.61 119.22 25.78   0.00
2/7/12/14/16/18/21  11 -42.32 119.22 25.78   0.00
2/10/16/21/26/27    10 -44.61 119.22 25.78   0.00
2/7/16/20/21/30/32  11 -42.32 119.22 25.78   0.00
2/4/16/21/22/27/32  11 -42.32 119.22 25.78   0.00
2/6/8/11/16/21/30   10 -44.61 119.22 25.78   0.00
2/13/16/18/21/23/25 11 -42.32 119.22 25.78   0.00
1/2/16/21/29/32     10 -44.61 119.22 25.78   0.00
2/9/10/16/21/23/27  10 -44.61 119.22 25.78   0.00
2/6/7/9/16/21/29    10 -44.61 119.22 25.78   0.00
2/9/15/16/21/26/29  11 -42.32 119.22 25.78   0.00
2/5/9/13/16/21      10 -44.61 119.22 25.78   0.00
1/2/6/16/20/21/23   10 -44.61 119.22 25.78   0.00
2/10/15/16/21/22/30 10 -44.61 119.22 25.78   0.00
2/9/11/14/16/21     10 -44.61 119.22 25.78   0.00
2/8/16/18/21/30/32  11 -42.33 119.22 25.78   0.00
2/16/20/21/23/27/33 10 -44.61 119.22 25.78   0.00
2/4/16/21/25/29/32  11 -42.33 119.22 25.78   0.00
2/3/16/19/21/30/33  10 -44.61 119.22 25.78   0.00
2/6/8/11/16/20/21   10 -44.61 119.22 25.78   0.00
2/4/11/16/21/28/32  11 -42.33 119.22 25.78   0.00
2/8/16/21/22/27/28  10 -44.61 119.22 25.78   0.00
2/6/16/18/21/22/32  11 -42.33 119.22 25.78   0.00
2/5/15/16/21/23/26  11 -42.33 119.22 25.78   0.00
2/4/7/9/16/21/33    10 -44.61 119.22 25.78   0.00
1/2/4/16/21/32/33   11 -42.33 119.23 25.78   0.00
2/8/15/16/21/29/30  10 -44.61 119.23 25.78   0.00
2/5/6/7/9/16/21     10 -44.61 119.23 25.78   0.00
2/7/15/16/21/22/29  10 -44.61 119.23 25.79   0.00
2/10/16/21/22/30     9 -46.70 119.23 25.79   0.00
2/16/20/21/23/25/27 10 -44.61 119.23 25.79   0.00
2/3/7/16/21/28       9 -46.70 119.23 25.79   0.00
2/4/9/11/16/21/32   11 -42.33 119.23 25.79   0.00
2/9/16/17/21/27/28  10 -44.62 119.23 25.79   0.00
2/9/10/16/21/28/32  11 -42.33 119.23 25.79   0.00
2/6/7/16/21/29/30   10 -44.62 119.23 25.79   0.00
2/5/8/9/15/16/21    10 -44.62 119.23 25.79   0.00
2/16/18/21/24/26/28 11 -42.33 119.23 25.79   0.00
2/12/15/16/21/29/30 10 -44.62 119.23 25.79   0.00
2/13/16/21/23/24    10 -44.62 119.23 25.79   0.00
2/6/14/16/21/27     10 -44.62 119.23 25.79   0.00
2/10/11/16/21/24     9 -46.70 119.23 25.79   0.00
2/4/16/21/22/27/29  10 -44.62 119.24 25.79   0.00
2/6/9/11/16/21/22   10 -44.62 119.24 25.79   0.00
2/12/16/21/23/25/27 10 -44.62 119.24 25.79   0.00
2/4/11/16/21/25/29  10 -44.62 119.24 25.80   0.00
2/15/16/20/21/32/33 11 -42.33 119.24 25.80   0.00
2/6/15/16/21/26/32  12 -39.82 119.24 25.80   0.00
2/3/16/19/20/21/28  10 -44.62 119.24 25.80   0.00
2/15/16/17/20/21/22 10 -44.62 119.24 25.80   0.00
2/11/13/16/18/21/30 11 -42.33 119.24 25.80   0.00
2/8/15/16/21/23/32  11 -42.33 119.24 25.80   0.00
2/7/13/16/21/29     10 -44.62 119.24 25.80   0.00
2/13/16/21/28/29    10 -44.62 119.24 25.80   0.00
2/5/14/16/19/21/30  11 -42.34 119.24 25.80   0.00
1/2/5/12/16/21       9 -46.71 119.24 25.80   0.00
2/7/12/16/21/24/28  10 -44.62 119.24 25.80   0.00
2/7/16/21/27/28/33  10 -44.62 119.24 25.80   0.00
2/5/15/16/21/23/30  10 -44.62 119.24 25.80   0.00
2/15/16/21/25/27/32 11 -42.34 119.24 25.80   0.00
1/2/6/16/21/25/28   10 -44.62 119.24 25.80   0.00
2/4/6/16/21/31      11 -42.34 119.24 25.80   0.00
2/4/16/17/21/24      9 -46.71 119.24 25.80   0.00
2/4/6/16/21/25/33   10 -44.62 119.25 25.80   0.00
2/16/21/25/32/33    10 -44.62 119.25 25.80   0.00
2/6/7/12/16/21/29   10 -44.62 119.25 25.80   0.00
2/8/12/15/16/21/29  10 -44.62 119.25 25.80   0.00
2/5/9/15/16/21/30   10 -44.62 119.25 25.81   0.00
2/12/15/16/21/27/32 11 -42.34 119.25 25.81   0.00
2/4/8/16/21/23/33   10 -44.62 119.25 25.81   0.00
2/11/16/17/21/30     9 -46.71 119.25 25.81   0.00
2/3/7/15/16/18/21   10 -44.62 119.25 25.81   0.00
2/14/16/21/27/28    10 -44.62 119.25 25.81   0.00
2/5/9/16/21/33       9 -46.71 119.25 25.81   0.00
2/4/5/7/16/21/28    10 -44.63 119.25 25.81   0.00
2/13/16/20/21/25    10 -44.63 119.25 25.81   0.00
2/13/15/16/21/28/30 11 -42.34 119.25 25.81   0.00
1/2/9/15/16/21/24   10 -44.63 119.25 25.81   0.00
2/4/8/16/20/21/22   10 -44.63 119.25 25.81   0.00
2/15/16/20/21/26/27 11 -42.34 119.25 25.81   0.00
2/8/9/15/16/21/32   11 -42.34 119.25 25.81   0.00
2/5/15/16/18/21/24  10 -44.63 119.25 25.81   0.00
2/16/21/22/23/25/29 10 -44.63 119.25 25.81   0.00
2/6/16/17/21/22      9 -46.71 119.25 25.81   0.00
1/2/9/16/21/28/29   10 -44.63 119.25 25.81   0.00
2/8/15/16/21/25/32  11 -42.34 119.25 25.81   0.00
2/6/8/9/11/16/21    10 -44.63 119.25 25.81   0.00
2/4/11/16/20/21/32  11 -42.34 119.25 25.81   0.00
2/4/12/16/21/22/25  10 -44.63 119.25 25.81   0.00
2/6/7/16/20/21/29   10 -44.63 119.25 25.81   0.00
2/4/5/6/16/21/23    10 -44.63 119.26 25.81   0.00
2/11/16/20/21/23/29 10 -44.63 119.26 25.81   0.00
2/4/9/16/21/27/30   10 -44.63 119.26 25.82   0.00
2/12/15/16/21/25/32 11 -42.34 119.26 25.82   0.00
2/6/13/16/21/22     10 -44.63 119.26 25.82   0.00
2/10/12/16/21/28/29 10 -44.63 119.26 25.82   0.00
2/12/16/21/26/33    10 -44.63 119.26 25.82   0.00
2/6/7/16/21/24/25   10 -44.63 119.26 25.82   0.00
2/5/9/16/21/28/33   10 -44.63 119.26 25.82   0.00
2/4/9/11/16/21/22   10 -44.63 119.26 25.82   0.00
2/15/16/21/22/24/25 10 -44.63 119.26 25.82   0.00
2/6/7/13/16/21/23   11 -42.34 119.26 25.82   0.00
2/16/18/21/26/27/30 11 -42.34 119.26 25.82   0.00
2/15/16/21/23/25/32 11 -42.34 119.26 25.82   0.00
2/9/14/16/21/22     10 -44.63 119.26 25.82   0.00
2/12/16/21/23/27/29 10 -44.63 119.26 25.82   0.00
1/2/5/12/16/18/21   10 -44.63 119.26 25.82   0.00
2/5/9/11/16/21/23   10 -44.63 119.26 25.82   0.00
1/2/4/11/16/21/28   10 -44.63 119.26 25.82   0.00
2/6/16/18/21/24/26  11 -42.35 119.26 25.82   0.00
2/16/21/29/30/33     9 -46.72 119.26 25.82   0.00
2/7/12/16/21/23/33  10 -44.63 119.27 25.82   0.00
2/7/15/16/21/26/27  11 -42.35 119.27 25.82   0.00
2/12/13/16/18/21/23 11 -42.35 119.27 25.83   0.00
2/6/11/14/16/18/21  11 -42.35 119.27 25.83   0.00
2/5/13/16/19/21/32  12 -39.83 119.27 25.83   0.00
2/6/8/14/16/18/21   11 -42.35 119.27 25.83   0.00
2/12/16/18/21/24/26 11 -42.35 119.27 25.83   0.00
2/7/16/21/22/27/30  10 -44.63 119.27 25.83   0.00
1/2/16/21/22/24      9 -46.72 119.27 25.83   0.00
1/2/5/11/16/21       9 -46.72 119.27 25.83   0.00
2/16/18/20/21/22/32 11 -42.35 119.27 25.83   0.00
2/7/11/14/16/21/29  11 -42.35 119.27 25.83   0.00
2/9/16/18/20/21/26  11 -42.35 119.27 25.83   0.00
2/4/16/20/21/28/32  11 -42.35 119.27 25.83   0.00
2/15/16/21/28/31    11 -42.35 119.27 25.83   0.00
2/7/14/16/21/23/28  11 -42.35 119.27 25.83   0.00
2/5/6/15/16/21/22   10 -44.64 119.27 25.83   0.00
2/7/10/16/21/27/28  10 -44.64 119.28 25.83   0.00
2/6/9/16/21/25/27   10 -44.64 119.28 25.83   0.00
2/10/16/20/21/24     9 -46.72 119.28 25.83   0.00
2/3/6/10/16/19/21   10 -44.64 119.28 25.83   0.00
2/5/9/16/21/23/27   10 -44.64 119.28 25.84   0.00
2/15/16/20/21/24/33 10 -44.64 119.28 25.84   0.00
2/6/13/15/16/21/23  11 -42.35 119.28 25.84   0.00
2/11/16/21/22/25/28 10 -44.64 119.28 25.84   0.00
2/4/9/16/20/21/30   10 -44.64 119.28 25.84   0.00
2/11/16/18/21/25/26 11 -42.35 119.28 25.84   0.00
2/5/7/16/18/21/32   11 -42.35 119.28 25.84   0.00
2/7/13/15/16/21/28  11 -42.35 119.28 25.84   0.00
2/16/21/26/27/33    10 -44.64 119.28 25.84   0.00
2/5/6/16/18/21/29   10 -44.64 119.28 25.84   0.00
1/2/7/16/17/18/21   10 -44.64 119.28 25.84   0.00
2/3/16/19/20/21/22  10 -44.64 119.28 25.84   0.00
2/8/10/16/21/22/23  10 -44.64 119.28 25.84   0.00
2/4/7/16/20/21/33   10 -44.64 119.28 25.84   0.00
2/6/9/11/16/21/25   10 -44.64 119.28 25.84   0.00
2/7/8/15/16/21/24   10 -44.64 119.28 25.84   0.00
1/2/4/7/16/21/24    10 -44.64 119.28 25.84   0.00
1/2/6/16/18/21/26   11 -42.36 119.28 25.84   0.00
2/4/10/16/17/18/21  10 -44.64 119.28 25.84   0.00
2/8/16/21/29/33      9 -46.73 119.29 25.84   0.00
2/11/16/17/21/27     9 -46.73 119.29 25.84   0.00
2/4/9/11/16/21/30   10 -44.64 119.29 25.85   0.00
1/2/4/11/16/21/30   10 -44.64 119.29 25.85   0.00
2/16/19/21/24/26/32 12 -39.84 119.29 25.85   0.00
2/15/16/21/22/29/30 10 -44.64 119.29 25.85   0.00
2/5/8/16/21/24       9 -46.73 119.29 25.85   0.00
2/3/9/16/18/21/27   10 -44.65 119.29 25.85   0.00
2/16/17/21/29/32    10 -44.65 119.29 25.85   0.00
1/2/11/15/16/21/32  11 -42.36 119.29 25.85   0.00
2/5/11/16/20/21/23  10 -44.65 119.29 25.85   0.00
2/13/16/18/21/23/30 11 -42.36 119.29 25.85   0.00
2/5/12/16/18/21/29  10 -44.65 119.29 25.85   0.00
2/12/16/17/21/28/32 11 -42.36 119.29 25.85   0.00
2/4/10/15/16/21/29  10 -44.65 119.29 25.85   0.00
2/4/6/16/21/32/33   11 -42.36 119.30 25.85   0.00
2/4/7/11/13/16/21   11 -42.36 119.30 25.85   0.00
2/3/15/16/18/21/27  10 -44.65 119.30 25.85   0.00
2/3/9/15/16/21/22   10 -44.65 119.30 25.86   0.00
2/10/16/18/21/22/24 10 -44.65 119.30 25.86   0.00
2/5/10/12/16/18/21  10 -44.65 119.30 25.86   0.00
2/4/5/13/16/19/21   11 -42.36 119.30 25.86   0.00
1/2/4/9/16/21/22    10 -44.65 119.30 25.86   0.00
2/4/6/10/16/21/30   10 -44.65 119.30 25.86   0.00
2/11/12/13/16/18/21 11 -42.36 119.30 25.86   0.00
2/4/12/16/21/27/28  10 -44.65 119.30 25.86   0.00
2/4/16/17/21/23/32  11 -42.36 119.30 25.86   0.00
2/8/11/16/21/22/28  10 -44.65 119.30 25.86   0.00
1/2/9/16/18/21/33   10 -44.65 119.30 25.86   0.00
2/4/16/20/21/29/30  10 -44.65 119.30 25.86   0.00
2/11/16/21/23/27/29 10 -44.65 119.30 25.86   0.00
2/16/21/25/28/30/32 11 -42.36 119.30 25.86   0.00
1/2/15/16/21/24/30  10 -44.65 119.30 25.86   0.00
2/9/16/21/28/29/33  10 -44.65 119.30 25.86   0.00
1/2/16/21/22/26     10 -44.65 119.30 25.86   0.00
2/10/12/16/18/21/26 11 -42.37 119.30 25.86   0.00
2/6/15/16/21/30/32  11 -42.37 119.30 25.86   0.00
2/5/9/16/21/32      10 -44.65 119.31 25.86   0.00
2/3/8/16/17/19/21   10 -44.65 119.31 25.86   0.00
2/16/21/22/23/27/30 10 -44.65 119.31 25.87   0.00
2/4/16/20/21/22/30  10 -44.65 119.31 25.87   0.00
2/12/16/18/21/25/26 11 -42.37 119.31 25.87   0.00
2/4/16/21/27/28/32  11 -42.37 119.31 25.87   0.00
2/8/13/16/21/27/28  11 -42.37 119.31 25.87   0.00
2/3/4/15/16/18/21   10 -44.65 119.31 25.87   0.00
2/14/16/17/19/21/23 11 -42.37 119.31 25.87   0.00
2/8/11/16/21/28/32  11 -42.37 119.31 25.87   0.00
2/16/17/21/22/32    10 -44.66 119.31 25.87   0.00
2/5/9/15/16/21/25   10 -44.66 119.31 25.87   0.00
2/6/14/16/21/30     10 -44.66 119.31 25.87   0.00
2/9/13/15/16/21/27  11 -42.37 119.31 25.87   0.00
2/12/16/21/27/28/33 10 -44.66 119.31 25.87   0.00
2/3/16/19/21/22/27  10 -44.66 119.31 25.87   0.00
1/2/12/15/16/21/29  10 -44.66 119.31 25.87   0.00
1/2/3/16/19/21/28   10 -44.66 119.32 25.87   0.00
2/10/12/15/16/21/27 10 -44.66 119.32 25.88   0.00
1/2/5/11/15/16/21   10 -44.66 119.32 25.88   0.00
2/6/7/10/16/21/25   10 -44.66 119.32 25.88   0.00
2/16/20/21/22/23/29 10 -44.66 119.32 25.88   0.00
2/7/15/16/21/30/33  10 -44.66 119.32 25.88   0.00
2/4/16/21/28/29/30  10 -44.66 119.32 25.88   0.00
1/2/4/11/16/21/22   10 -44.66 119.32 25.88   0.00
2/7/11/12/16/21/26  11 -42.37 119.32 25.88   0.00
2/4/6/16/21/29/33   10 -44.66 119.32 25.88   0.00
2/13/16/17/19/21/32 12 -39.86 119.32 25.88   0.00
2/4/11/16/21/29/30  10 -44.66 119.32 25.88   0.00
2/3/6/16/18/21/28   10 -44.66 119.32 25.88   0.00
2/5/14/16/19/21/28  11 -42.38 119.32 25.88   0.00
1/2/12/16/21/27/28  10 -44.66 119.33 25.88   0.00
2/8/15/16/17/21/28  10 -44.66 119.33 25.88   0.00
2/8/16/17/18/21/27  10 -44.66 119.33 25.88   0.00
2/9/16/18/21/22/26  11 -42.38 119.33 25.88   0.00
2/5/7/16/21/23/25   10 -44.66 119.33 25.88   0.00
2/7/10/12/15/16/21  10 -44.66 119.33 25.89   0.00
2/10/16/20/21/26    10 -44.66 119.33 25.89   0.00
2/9/10/12/16/21/23  10 -44.66 119.33 25.89   0.00
2/8/15/16/21/26/32  12 -39.86 119.33 25.89   0.00
2/7/16/21/25/30/32  11 -42.38 119.33 25.89   0.00
2/4/12/14/16/19/21  11 -42.38 119.33 25.89   0.00
2/9/10/15/16/21/26  11 -42.38 119.33 25.89   0.00
2/7/12/16/21/27/30  10 -44.67 119.33 25.89   0.00
2/4/11/12/16/21/22  10 -44.67 119.33 25.89   0.00
2/5/16/21/22/25      9 -46.75 119.33 25.89   0.00
2/3/16/18/21/32     10 -44.67 119.33 25.89   0.00
2/4/14/16/19/21/33  11 -42.38 119.33 25.89   0.00
1/2/10/16/21/23/28  10 -44.67 119.33 25.89   0.00
1/2/13/16/21/23     10 -44.67 119.33 25.89   0.00
1/2/7/11/16/17/21   10 -44.67 119.33 25.89   0.00
2/16/18/20/21/27/32 11 -42.38 119.33 25.89   0.00
2/16/17/18/21/25/30 10 -44.67 119.33 25.89   0.00
2/11/15/16/21/22/24 10 -44.67 119.33 25.89   0.00
2/3/10/15/16/21      9 -46.76 119.34 25.89   0.00
2/12/16/17/21/27     9 -46.76 119.34 25.90   0.00
2/7/9/16/21/22/27   10 -44.67 119.34 25.90   0.00
2/5/6/10/16/18/21   10 -44.67 119.34 25.90   0.00
2/4/9/12/16/21/27   10 -44.67 119.34 25.90   0.00
2/15/16/19/21/31/32 13 -37.09 119.34 25.90   0.00
2/3/6/16/18/20/21   10 -44.67 119.34 25.90   0.00
2/5/7/16/21/23/27   10 -44.67 119.34 25.90   0.00
2/8/9/16/18/21/32   11 -42.38 119.34 25.90   0.00
2/4/8/16/20/21/29   10 -44.67 119.34 25.90   0.00
2/6/16/21/23/28/32  11 -42.38 119.34 25.90   0.00
2/5/16/18/21/26/28  11 -42.38 119.34 25.90   0.00
2/7/9/16/20/21/27   10 -44.67 119.34 25.90   0.00
2/5/16/18/21/22/27  10 -44.67 119.34 25.90   0.00
2/3/16/17/18/21      9 -46.76 119.34 25.90   0.00
2/6/11/16/21/22/27  10 -44.67 119.34 25.90   0.00
2/6/13/15/16/21/25  11 -42.39 119.34 25.90   0.00
2/6/9/11/16/20/21   10 -44.67 119.35 25.90   0.00
2/16/21/30/32/33    10 -44.67 119.35 25.90   0.00
2/14/16/18/20/21/23 11 -42.39 119.35 25.91   0.00
2/6/13/15/16/21/22  11 -42.39 119.35 25.91   0.00
2/6/16/20/21/25/28  10 -44.68 119.35 25.91   0.00
2/4/5/9/16/21/28    10 -44.68 119.35 25.91   0.00
2/6/11/16/21/25/29  10 -44.68 119.35 25.91   0.00
2/3/9/15/16/20/21   10 -44.68 119.35 25.91   0.00
2/16/21/25/29/33     9 -46.76 119.35 25.91   0.00
2/4/6/10/16/21/22   10 -44.68 119.35 25.91   0.00
2/3/7/11/15/16/21   10 -44.68 119.35 25.91   0.00
2/3/9/16/18/21/30   10 -44.68 119.35 25.91   0.00
2/6/8/11/16/21/29   10 -44.68 119.35 25.91   0.00
2/5/16/21/24/28      9 -46.76 119.35 25.91   0.00
2/4/9/11/16/21/25   10 -44.68 119.35 25.91   0.00
2/5/7/16/20/21/27   10 -44.68 119.36 25.91   0.00
1/2/10/16/18/21/24  10 -44.68 119.36 25.91   0.00
2/8/15/16/21/26/29  11 -42.39 119.36 25.92   0.00
2/4/8/10/16/21/23   10 -44.68 119.36 25.92   0.00
2/16/18/21/25/26/27 11 -42.39 119.36 25.92   0.00
2/15/16/21/25/30/33 10 -44.68 119.36 25.92   0.00
2/7/15/16/21/24/25  10 -44.68 119.36 25.92   0.00
2/6/10/16/20/21/23  10 -44.68 119.36 25.92   0.00
2/16/20/21/23/28/29 10 -44.68 119.36 25.92   0.00
2/3/16/19/20/21/27  10 -44.68 119.36 25.92   0.00
2/3/4/6/16/21        9 -46.77 119.36 25.92   0.00
